(0, 0), [1, 1]
(37, 112), [-1, 1]
(72, 112), [-1, -1]
(82, 112), [-1, -1]
(104, 112), [-1, 1]
(118, 112), [1, 1]
(124, 112), [-1, 0]
(136, 112), [1, -1]
(50, 113), [-1, 0]
(55, 113), [1, -1]
(95, 113), [0, -1]
(99, 113), [0, -1]
(101, 113), [0, -1]
(102, 113), [-1, -1]
(102, 113), [1, -1]
(102, 113), [1, 0]
(116, 113), [1, -1]
(122, 113), [-1, 1]
(7, 114), [-1, -1]
(19, 114), [1, -1]
(30, 114), [1, 1]
(38, 114), [-1, -1]
(38, 114), [1, 0]
(51, 114), [1, -1]
(62, 114), [0, -1]
(66, 114), [0, 1]
(69, 114), [-1, 1]
(71, 114), [1, -1]
(73, 114), [1, -1]
(75, 114), [-1, -1]
(78, 114), [0, 1]
(79, 114), [-1, 1]
(79, 114), [1, 1]
(80, 114), [-1, -1]
(80, 114), [0, 1]
(88, 114), [-1, -1]
(88, 114), [1, -1]
(88, 114), [1, 1]
(90, 114), [1, -1]
(92, 114), [-1, -1]
(93, 114), [0, -1]
(94, 114), [-1, -1]
(94, 114), [-1, 1]
(94, 114), [1, 1]
(95, 114), [-1, -1]
(104, 114), [-1, 0]
(118, 114), [1, -1]
(118, 114), [1, 1]
(125, 114), [1, -1]
(125, 114), [1, 1]
(131, 114), [-1, -1]
(131, 114), [-1, 1]
(131, 114), [1, -1]
(133, 114), [1, 1]
(136, 114), [0, 1]
(12, 115), [0, 1]
(12, 115), [1, 1]
(15, 115), [0, 1]
(16, 115), [-1, 1]
(16, 115), [0, -1]
(16, 115), [1, 0]
(24, 115), [-1, 1]
(39, 115), [0, 1]
(44, 115), [1, -1]
(44, 115), [1, 0]
(48, 115), [-1, -1]
(50, 115), [-1, -1]
(56, 115), [1, -1]
(56, 115), [1, 0]
(60, 115), [-1, -1]
(72, 115), [-1, 0]
(87, 115), [-1, 1]
(100, 115), [0, -1]
(111, 115), [0, 1]
(131, 115), [-1, 0]
(7, 116), [-1, -1]
(22, 116), [-1, 1]
(29, 116), [1, -1]
(30, 116), [1, -1]
(35, 116), [0, -1]
(35, 116), [1, 0]
(42, 116), [1, -1]
(42, 116), [1, 0]
(49, 116), [-1, 1]
(49, 116), [0, 1]
(60, 116), [-1, 0]
(64, 116), [0, 1]
(70, 116), [1, -1]
(85, 116), [0, -1]
(85, 116), [1, -1]
(91, 116), [-1, -1]
(100, 116), [-1, 1]
(112, 116), [1, -1]
(118, 116), [-1, 1]
(118, 116), [1, -1]
(123, 116), [0, 1]
(9, 117), [-1, -1]
(11, 117), [0, -1]
(11, 117), [1, -1]
(13, 117), [-1, -1]
(13, 117), [1, 1]
(16, 117), [0, 1]
(28, 117), [-1, 0]
(28, 117), [0, -1]
(37, 117), [1, 1]
(38, 117), [1, -1]
(44, 117), [-1, -1]
(44, 117), [1, 0]
(57, 117), [-1, -1]
(98, 117), [-1, 1]
(107, 117), [1, -1]
(110, 117), [0, -1]
(112, 117), [-1, -1]
(129, 117), [1, 1]
(130, 117), [-1, 1]
(130, 117), [0, 1]
(131, 117), [-1, 1]
(131, 117), [1, 1]
(133, 117), [-1, 1]
(8, 118), [-1, 0]
(27, 118), [1, 1]
(37, 118), [-1, 1]
(55, 118), [0, 1]
(57, 118), [-1, 1]
(57, 118), [0, 1]
(65, 118), [-1, -1]
(65, 118), [0, -1]
(66, 118), [1, -1]
(76, 118), [1, -1]
(90, 118), [-1, 0]
(93, 118), [-1, 1]
(93, 118), [1, -1]
(94, 118), [-1, -1]
(94, 118), [1, -1]
(101, 118), [1, 1]
(117, 118), [0, -1]
(119, 118), [-1, -1]
(121, 118), [-1, 1]
(125, 118), [0, -1]
(125, 118), [1, -1]
(1, 119), [1, -1]
(5, 119), [-1, 0]
(10, 119), [1, 1]
(13, 119), [1, -1]
(14, 119), [0, -1]
(22, 119), [-1, 0]
(51, 119), [1, 0]
(79, 119), [-1, 0]
(100, 119), [-1, 0]
(103, 119), [1, -1]
(109, 119), [-1, 1]
(114, 119), [0, 1]
(126, 119), [-1, 0]
(135, 119), [1, 1]
(23, 120), [-1, 1]
(31, 120), [0, 1]
(33, 120), [0, 1]
(33, 120), [1, -1]
(34, 120), [-1, 1]
(34, 120), [0, -1]
(69, 120), [-1, -1]
(69, 120), [-1, 0]
(75, 120), [0, 1]
(82, 120), [-1, -1]
(82, 120), [-1, 1]
(94, 120), [1, -1]
(101, 120), [-1, 1]
(120, 120), [0, -1]
(122, 120), [-1, -1]
(122, 120), [1, 1]
(126, 120), [-1, 1]
(137, 120), [0, -1]
(20, 121), [-1, -1]
(27, 121), [-1, 1]
(27, 121), [1, 0]
(39, 121), [-1, -1]
(39, 121), [0, -1]
(41, 121), [1, 1]
(47, 121), [-1, 1]
(84, 121), [1, -1]
(95, 121), [1, 1]
(105, 121), [1, -1]
(115, 121), [1, 1]
(119, 121), [1, 0]
(134, 121), [-1, -1]
(134, 121), [-1, 1]
(3, 122), [-1, 0]
(41, 122), [1, -1]
(45, 122), [-1, -1]
(50, 122), [-1, -1]
(51, 122), [-1, -1]
(51, 122), [1, -1]
(51, 122), [1, 1]
(61, 122), [1, -1]
(64, 122), [-1, 1]
(64, 122), [1, 0]
(70, 122), [-1, 0]
(70, 122), [1, 1]
(73, 122), [0, 1]
(87, 122), [1, -1]
(101, 122), [-1, 1]
(118, 122), [1, 0]
(122, 122), [1, 0]
(7, 123), [-1, -1]
(7, 123), [0, 1]
(10, 123), [1, -1]
(13, 123), [1, -1]
(26, 123), [1, 1]
(94, 123), [-1, 1]
(106, 123), [1, -1]
(114, 123), [-1, -1]
(114, 123), [-1, 0]
(130, 123), [0, -1]
(131, 123), [-1, -1]
(131, 123), [1, 1]
(9, 124), [0, -1]
(10, 124), [1, -1]
(17, 124), [-1, 1]
(22, 124), [-1, 1]
(36, 124), [-1, 1]
(47, 124), [-1, 0]
(47, 124), [1, 1]
(51, 124), [-1, -1]
(51, 124), [-1, 1]
(51, 124), [1, -1]
(57, 124), [-1, -1]
(58, 124), [-1, -1]
(82, 124), [-1, -1]
(89, 124), [1, -1]
(4, 125), [-1, 0]
(4, 125), [1, 1]
(20, 125), [-1, -1]
(26, 125), [0, 1]
(52, 125), [0, 1]
(90, 125), [-1, 0]
(105, 125), [1, -1]
(107, 125), [1, 1]
(117, 125), [-1, -1]
(117, 125), [1, 1]
(135, 125), [1, -1]
(135, 125), [1, 1]
(137, 125), [-1, 1]
(8, 126), [0, -1]
(11, 126), [1, 1]
(31, 126), [1, -1]
(46, 126), [1, 1]
(47, 126), [-1, -1]
(54, 126), [-1, -1]
(73, 126), [1, -1]
(74, 126), [0, -1]
(88, 126), [1, 0]
(98, 126), [1, 1]
(99, 126), [1, 1]
(102, 126), [0, 1]
(124, 126), [0, 1]
(125, 126), [1, 1]
(126, 126), [0, 1]
(127, 126), [-1, 1]
(127, 126), [1, 0]
(0, 127), [1, -1]
(0, 127), [1, 1]
(4, 127), [-1, 1]
(38, 127), [-1, 0]
(40, 127), [1, 0]
(57, 127), [-1, -1]
(66, 127), [0, -1]
(66, 127), [1, 1]
(69, 127), [-1, -1]
(90, 127), [-1, -1]
(92, 127), [-1, 1]
(107, 127), [1, 0]
(122, 127), [1, -1]
(131, 127), [-1, 0]
(131, 127), [0, -1]
(133, 127), [-1, -1]
(134, 127), [-1, -1]
(14, 128), [1, -1]
(15, 128), [1, -1]
(16, 128), [1, -1]
(16, 128), [1, 1]
(17, 128), [-1, -1]
(17, 128), [-1, 1]
(17, 128), [0, -1]
(18, 128), [1, 1]
(19, 128), [0, 1]
(19, 128), [1, -1]
(21, 128), [1, 1]
(36, 128), [-1, 1]
(36, 128), [1, -1]
(38, 128), [1, -1]
(59, 128), [-1, 0]
(60, 128), [0, -1]
(70, 128), [-1, 1]
(70, 128), [1, -1]
(83, 128), [1, 1]
(96, 128), [0, 1]
(99, 128), [-1, 1]
(99, 128), [1, -1]
(103, 128), [-1, -1]
(103, 128), [0, -1]
(112, 128), [0, -1]
(112, 128), [1, 1]
(113, 128), [-1, -1]
(113, 128), [1, 1]
(115, 128), [-1, -1]
(115, 128), [0, -1]
(115, 128), [0, 1]
(115, 128), [1, 1]
(135, 128), [1, -1]
(13, 129), [-1, -1]
(15, 129), [-1, 1]
(32, 129), [-1, -1]
(37, 129), [1, 1]
(38, 129), [-1, -1]
(39, 129), [-1, 1]
(54, 129), [1, 0]
(58, 129), [1, 0]
(62, 129), [0, 1]
(64, 129), [-1, 1]
(75, 129), [-1, 1]
(75, 129), [0, -1]
(75, 129), [1, -1]
(83, 129), [-1, 1]
(104, 129), [-1, 1]
(104, 129), [1, -1]
(104, 129), [1, 1]
(119, 129), [1, 1]
(139, 129), [-1, 1]
(21, 130), [-1, 1]
(30, 130), [1, -1]
(48, 130), [0, -1]
(50, 130), [1, 1]
(53, 130), [-1, -1]
(56, 130), [-1, -1]
(87, 130), [-1, 0]
(91, 130), [1, 0]
(91, 130), [1, 1]
(95, 130), [1, -1]
(98, 130), [0, -1]
(107, 130), [1, -1]
(107, 130), [1, 1]
(110, 130), [0, 1]
(112, 130), [-1, 1]
(113, 130), [-1, -1]
(113, 130), [-1, 1]
(125, 130), [-1, 1]
(125, 130), [0, -1]
(128, 130), [-1, -1]
(42, 131), [1, -1]
(60, 131), [-1, 0]
(63, 131), [0, -1]
(69, 131), [1, -1]
(77, 131), [1, -1]
(88, 131), [1, 0]
(101, 131), [-1, 0]
(107, 131), [1, -1]
(126, 131), [1, 1]
(135, 131), [1, -1]
(138, 131), [0, -1]
(139, 131), [-1, -1]
(139, 131), [-1, 1]
(15, 132), [-1, 0]
(16, 132), [0, 1]
(17, 132), [-1, -1]
(26, 132), [-1, -1]
(26, 132), [1, 1]
(43, 132), [1, 0]
(54, 132), [-1, -1]
(54, 132), [-1, 0]
(54, 132), [1, 1]
(85, 132), [1, 1]
(98, 132), [1, 0]
(129, 132), [1, 0]
(1, 133), [1, -1]
(14, 133), [-1, 1]
(25, 133), [-1, -1]
(26, 133), [1, -1]
(26, 133), [1, 0]
(32, 133), [-1, -1]
(32, 133), [-1, 0]
(34, 133), [-1, -1]
(49, 133), [-1, 0]
(66, 133), [1, -1]
(72, 133), [-1, -1]
(75, 133), [-1, -1]
(76, 133), [-1, -1]
(85, 133), [1, -1]
(91, 133), [1, -1]
(99, 133), [-1, 1]
(99, 133), [0, -1]
(4, 134), [-1, 0]
(9, 134), [-1, -1]
(9, 134), [0, -1]
(17, 134), [1, 1]
(26, 134), [1, -1]
(40, 134), [0, 1]
(41, 134), [-1, 1]
(41, 134), [1, 1]
(42, 134), [0, 1]
(46, 134), [1, 0]
(46, 134), [1, 1]
(52, 134), [-1, 1]
(52, 134), [1, 0]
(67, 134), [1, 0]
(78, 134), [0, 1]
(89, 134), [-1, -1]
(91, 134), [1, 1]
(112, 134), [-1, -1]
(112, 134), [0, 1]
(112, 134), [1, -1]
(5, 135), [1, 1]
(9, 135), [-1, 1]
(10, 135), [-1, 1]
(10, 135), [0, 1]
(35, 135), [-1, 1]
(37, 135), [1, -1]
(54, 135), [-1, -1]
(54, 135), [1, 0]
(58, 135), [-1, 1]
(58, 135), [1, 1]
(60, 135), [-1, 1]
(74, 135), [0, 1]
(83, 135), [-1, -1]
(83, 135), [1, 1]
(84, 135), [-1, -1]
(84, 135), [0, -1]
(85, 135), [-1, -1]
(85, 135), [-1, 1]
(101, 135), [0, -1]
(139, 135), [-1, -1]
(0, 136), [1, -1]
(0, 136), [1, 1]
(17, 136), [-1, 1]
(17, 136), [1, -1]
(33, 136), [1, 1]
(38, 136), [-1, 1]
(58, 136), [1, 1]
(60, 136), [-1, 1]
(65, 136), [0, -1]
(70, 136), [1, -1]
(70, 136), [1, 1]
(72, 136), [-1, 1]
(85, 136), [1, 1]
(87, 136), [-1, 1]
(87, 136), [0, -1]
(87, 136), [1, 0]
(103, 136), [-1, 1]
(103, 136), [1, 0]
(103, 136), [1, 1]
(110, 136), [0, -1]
(110, 136), [1, 1]
(111, 136), [0, 1]
(21, 137), [1, -1]
(25, 137), [-1, -1]
(25, 137), [-1, 0]
(25, 137), [0, -1]
(36, 137), [0, -1]
(52, 137), [-1, -1]
(72, 137), [-1, 0]
(93, 137), [-1, -1]
(125, 137), [-1, 0]
(130, 137), [-1, 0]
(136, 137), [0, -1]
(136, 137), [1, -1]
(4, 138), [-1, 0]
(17, 138), [-1, 0]
(23, 138), [1, 0]
(52, 138), [-1, 0]
(103, 138), [-1, -1]
(103, 138), [1, 0]
(109, 138), [-1, 0]
(109, 138), [0, -1]
(114, 138), [1, -1]
(114, 138), [1, 0]
(119, 138), [1, -1]
(123, 138), [-1, 0]
(4, 139), [-1, -1]
(5, 139), [0, -1]
(8, 139), [1, -1]
(10, 139), [-1, -1]
(58, 139), [1, 0]
(64, 139), [-1, 0]
(64, 139), [1, 0]
(68, 139), [1, -1]
(70, 139), [-1, -1]
(93, 139), [-1, -1]
(97, 139), [-1, 0]
(97, 139), [1, -1]
(97, 139), [1, 0]
(105, 139), [-1, 0]
(116, 139), [1, 0]
(121, 139), [1, -1]
(125, 139), [-1, 0]
(133, 139), [-1, -1]
(133, 139), [-1, 0]
(138, 139), [0, -1]
